	V1	V2	V3	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_pvalue	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_HR	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_CI_low	c("", "Users", "junninghu", "Documents", "Cancer-Hallmark-Gene-Analysis", "mRNA", "scaled", "expression.txt")_CI_high	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107
463	MCM6	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
464	MCM6	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
465	MCM7	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
466	MDM2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
467	MEIS1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
468	MEIS2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
469	MELK	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
470	MGMT	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
471	MKI67	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
472	MKI67	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
473	MKNK2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
474	MLH1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
475	MMP2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
476	MMS22L	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
477	MNAT1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
478	MPC2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
479	MPG	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
480	MRE11	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
481	MRPL40	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
482	MSH2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
483	MT2A	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
484	MTF2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
485	MTHFD2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
486	MXD1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
487	MXD3	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
488	MXD4	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
489	MYBL2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
490	MYBL2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
491	MYC	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
492	MYC	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
493	NAA38	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
494	NAP1L1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
495	NASP	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
496	NASP	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
497	NBN	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
498	NCAPD2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
499	NCBP2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
500	NCL	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
501	NDC80	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
502	NDRG1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
503	NEDD9	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
504	NEFH	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.																																																																																																								
505	NEK2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
506	NELFB	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
507	NELFCD	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
508	NELFE	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
509	NFX1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
510	NHLH2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.																																																																																																								
511	NINJ1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
512	NME1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
513	NME1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
514	NME3	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
515	NME4	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
516	NOL8	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
517	NOLC1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
518	NOLC1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
519	NOP56	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
520	NOTCH1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
521	NOTCH2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
522	NPR2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
523	NSD2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
524	NT5C	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
525	NT5C3A	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
526	NUDT15	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
527	NUDT21	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
528	NUDT21	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
529	NUDT9	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
530	NUMA1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
531	NUP107	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
532	NUP153	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
533	NUP205	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
534	NUP50	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
535	NUP98	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
536	NUPR1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
537	NUSAP1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
538	ODC1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
539	ODF2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
540	ORC2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
541	ORC5	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
542	ORC6	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
543	ORC6	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
544	OSGIN1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
545	PA2G4	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
546	PAFAH1B1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
547	PAICS	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
548	PAK1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
549	PAN2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
550	PBK	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
551	PCNA	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
552	PCNA	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
553	PCNA	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
554	PDCD4	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
555	PDE4B	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.																																																																																																								
556	PDE6G	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
557	PDGFA	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
558	PDGFRB	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.																																																																																																								
559	PDS5B	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
560	PDS5B	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
561	PEA15	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
562	PERP	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
563	PHF5A	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
564	PHLDA3	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
565	PIDD1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
566	PITPNC1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
567	PLAT	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
568	PLCB2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
569	PLK1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
570	PLK1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
571	PLK2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
572	PLK3	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
573	PLK4	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
574	PLK4	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
575	PLPPR4	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.																																																																																																								
576	PLXNB2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
577	PMAIP1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
578	PML	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
579	PMM1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
580	PMS2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
581	PNN	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
582	PNP	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
583	POLA1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
584	POLA2	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
585	POLA2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
586	POLA2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
587	POLB	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
588	POLD1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
589	POLD1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
590	POLD2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
591	POLD3	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
592	POLD3	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
593	POLD4	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
594	POLE	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
595	POLE	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
596	POLE4	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
597	POLE4	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
598	POLH	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
599	POLH	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
600	POLL	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
601	POLQ	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
602	POLR1C	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
603	POLR1D	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
604	POLR1H	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
605	POLR2A	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
606	POLR2C	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
607	POLR2D	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
608	POLR2E	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
609	POLR2F	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
610	POLR2G	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
611	POLR2H	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
612	POLR2I	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
613	POLR2J	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
614	POLR2K	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
615	POLR3C	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
616	POLR3GL	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	0	0	Inf																																																																																																				
617	POM121	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
618	POM121	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
619	POP7	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
620	PPM1D	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
621	PPM1D	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
622	PPP1R15A	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
623	PPP1R8	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
624	PPP2R5B	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
625	PPP3R1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
626	PPT1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
627	PRC1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
628	PRDX4	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
629	PRF1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
630	PRIM1	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
631	PRIM2	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
632	PRIM2	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
633	PRKAB1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
634	PRKDC	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
635	PRMT2	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
636	PRMT5	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	0	0	Inf																																																																																																				
637	PROCR	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
638	PRPF4B	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
639	PRPS1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
640	PSEN1	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	0.317310507862914	0	0	Inf																																																																																																				
641	PSEN2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
642	PSIP1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
643	PSMC3IP	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
644	PTK2	HALLMARK_APOPTOSIS	Genes mediating programmed cell death (apoptosis) by activation of caspases.	1																																																																																																							
645	PTPN14	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
646	PTPRE	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
647	PTTG1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
648	PTTG1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
649	PTTG3P	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
650	PURA	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
651	PVT1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	1																																																																																																							
652	RAB40C	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
653	RACGAP1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
654	RACGAP1	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
655	RACK1	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
656	RAD1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
657	RAD21	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
658	RAD21	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
659	RAD23B	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	1																																																																																																							
660	RAD50	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
661	RAD51	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
662	RAD51AP1	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	1																																																																																																							
663	RAD51C	HALLMARK_E2F_TARGETS	Genes encoding cell cycle related targets of E2F transcription factors.	0.317310507862914	0	0	Inf																																																																																																				
664	RAD51C	HALLMARK_P53_PATHWAY	Genes involved in p53 pathways and networks.	0.317310507862914	0	0	Inf																																																																																																				
665	RAD52	HALLMARK_DNA_REPAIR	Genes involved in DNA repair.	1																																																																																																							
666	RAD54L	HALLMARK_G2M_CHECKPOINT	Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.	0.317310507862914	1615474875.2	0	Inf																																																																																																				
